Sentence,BIO Tags
"In the kaidan, essays, and legends of the Edo period like the ""Urami Kanawa"" (裏見寒話), ""Taihei Hyaku Monogatari"" (太平百物語), and the ""Shifu Goroku"" (四不語録), there are tales about strange occurrences like otters that shapeshift into beautiful women and kill men",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O
Attacking otters had rabies in 36% of anecdotal reports,O B-ANIMAL O O O O O O O
"The 13 extant otter species are all semiaquatic, aquatic, or marine",O O O B-ANIMAL O O O O O O O
"Attacks on humans A 2011 review by the IUCN/SSC Otter Specialist Group showed that otter attacks reported between 1875 and 2010 occurred most often in Florida, where human and otter populations have substantially increased since 2000, with the majority involving the North American otter",O O O O O O O O O B-ANIMAL O O O O B-ANIMAL O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O B-ANIMAL
Beavers molt every summer,B-ANIMAL O O O
"The beaver has long been associated with Canada, appearing on the first pictorial postage stamp issued in the Canadian colonies in 1851 as the so-called ""Three-Penny Beaver""",O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL
Beavers have also been recorded in mountainous areas,B-ANIMAL O O O O O O O
"The Eurasian beaver is slightly longer and has a more lengthened skull, triangular nasal cavities (as opposed to the square ones of the North American species), a lighter fur color, and a narrower tail",O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"In one study, beavers were associated with large increases in open-water areas",O O O B-ANIMAL O O O O O O O O
"The tactile sensitivity of raccoons' paws is increased if this rubbing action is performed underwater, since the water softens the hard layer covering the paws",O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O
"The larvae of the roundworm Baylisascaris procyonis, which can be contained in the feces and seldom causes a severe illness in humans, can be ingested when cleaning raccoon latrines without wearing breathing protection",O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O
"Mythology, arts, and entertainment In the mythology of the Indigenous peoples of the Americas, the raccoon is the subject of folk tales",O O O O O O O O O O O O O O O B-ANIMAL O O O O O O
Relationship with humans Conflicts Raccoons have become notorious in urban areas for consuming food waste,O O O O B-ANIMAL O O O O O O O O O O
"All introductions into the Russian Far East failed; melanistic raccoons were released on Petrov Island near Vladivostok and some areas of southern Primorsky Krai, but died",O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O
"Skunk has historic use as an insult, attested from 1841",B-ANIMAL O O O O O O O O O
"Pet owners, particularly those of cats, may experience a skunk finding its way into a garage or basement where pet food is kept",O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O
"Relations with humans Bites It is rare for a healthy skunk to bite a human, though a tame skunk whose scent glands have been removed (usually on behalf of those who will keep it as a pet) may defend itself by biting",O O O O O O O O O O B-ANIMAL O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O
"Mitigation Skunks are common in suburban areas, and domestic dogs are often sprayed by skunks",O B-ANIMAL O O O O O O O O O O O O B-ANIMAL
"Skunks have two glands, one on each side of the anus",B-ANIMAL O O O O O O O O O O
"Armadillos are a presumed vector and natural reservoir for the disease in Texas, Louisiana and Florida",B-ANIMAL O O O O O O O O O O O O O O O
"Etymology The word armadillo means 'little armored one' in Spanish; it is derived from armadura 'armor', with the diminutive suffix -illo attached",O O O B-ANIMAL O O O O O O O O O O O O O O O O O O
"The nine-banded armadillo is noted for its movement through water, which is accomplished via two different methods: it can walk underwater for short distances, holding its breath for as long as six minutes; or, to cross larger bodies of water, it can increase its buoyancy by swallowing air to inflate its stomach and intestines",O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Movement Armadillos have short legs, but can move quite quickly",O B-ANIMAL O O O O O O O O
"The giant armadillo grows up to 150 cm (59 in) and weighs up to 54 kg (119 lb), while the pink fairy armadillo has a length of only 13–15 cm (5–6 in)",O O B-ANIMAL O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O
"Anteaters are known to experience color abnormalities, including albinism in giant anteaters and albinism, leucism, and melanism in the southern tamandua",B-ANIMAL O O O O O O O O O O B-ANIMAL O O O O O O O O O
The silky anteater occurs from Veracruz and Oaxaca in Mexico south to Colombia and Ecuador west of the Andes and to Brazil and Bolivia east of the Andes,O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O
Anteaters are the primary host for at least four species of ticks: A,B-ANIMAL O O O O O O O O O O O O
"The giant anteater is classified as being vulnerable due to high levels of habitat loss and degradation, an ongoing population decline of greater than 30% in the last 21 years, and a number of threats such as hunting and wildfires",O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Their daily energy intake from food is only slightly greater than their energy need for daily activities, and anteaters probably coordinate their body temperatures so they keep cool during periods of rest, and heat up during foraging",O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O
"Sloths are a Neotropical group of xenarthran mammals constituting the suborder Folivora, including the extant arboreal tree sloths and extinct terrestrial ground sloths",B-ANIMAL O O O O O O O O O O O O O O O O B-ANIMAL O O O O B-ANIMAL
Phylogeny The following sloth family phylogenetic tree is based on collagen and mitochondrial DNA sequence data,O O O B-ANIMAL O O O O O O O O O O O O
"When they hatch, the larvae feed on the feces, and when mature fly up onto the sloth above",O O O O O O O O O O O O O O O O B-ANIMAL O
"Sloths are heterothermic, meaning their body temperature may vary according to the environment, normally ranging from 25 to 35 °C (77 to 95 °F), but able to drop to as low as 20 °C (68 °F), inducing torpor",B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Also in Costa Rica, the Aviarios Sloth Sanctuary cares for sloths",O O O O O O B-ANIMAL O O O B-ANIMAL
"Many extinct metatherians, such as Alphadon, Peradectes, Herpetotherium, and Pucadelphys, were once considered to be early opossums, but it has since been recognized that this was solely on the basis of plesiomorphies; they are now considered to belong to older branches of Metatheria that are only distantly related to modern opossums",O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL
Opossums originated in South America and entered North America in the Great American Interchange following the connection of North and South America in the late Cenozoic,B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O
"In the case of baby opossums, however, the brain does not always react this way at the appropriate moment, and therefore they often fail to ""play dead"" when threatened",O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O
Sweet potatoes were eaten together with the opossum in the American South,O O O O O O O B-ANIMAL O O O O
The Virginia opossum is the only species found in the United States and Canada,O O B-ANIMAL O O O O O O O O O O O
They are also related to the chinchilla rat,O O O O O O B-ANIMAL O
Most chinchillas currently used by the fur industry for clothing and other accessories are farm-raised,O B-ANIMAL O O O O O O O O O O O O O
"The chinchilla has the densest fur of all extant terrestrial mammals, with around 20,000 hairs per square centimeter and 50 hairs growing from each follicle",O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O
"Chinchillas are popular pets, though they require extensive exercise and dental care, due to their teeth continually growing throughout their life span, and since they lack the ability to sweat, they require a temperature-controlled environment",B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Relationship with humans Fur industry Chinchilla fur trade on an international level goes back to the 16th century,O O O O O B-ANIMAL O O O O O O O O O O O O
It shows a group of peasants hunting rabbits with nets and white ferrets,O O O O O O O O O O O O B-ANIMAL
"Most albino ferrets are not deaf; if deafness does occur in an albino ferret, this may be due to an underlying white coat pattern which is obscured by the albinism",O O B-ANIMAL O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O
"Ferrets have short digestive systems and a quick metabolism, so they need to eat frequently",B-ANIMAL O O O O O O O O O O O O O O
"""Ferret""",B-ANIMAL
"The Ferreter's Tapestry is a 15th-century tapestry from Burgundy, France, now part of the Burrell Collection housed in the Glasgow Museum and Art Galleries",O O O O O O O O O O O O O O O O O O O O O O O O
Hedgehogs have a relatively long lifespan for their size,B-ANIMAL O O O O O O O O
Cancer is very common in hedgehogs,O O O O O B-ANIMAL
"Hedgehogs sleep for a large portion of the day under bushes, grasses, rocks, or most commonly in dens dug underground",B-ANIMAL O O O O O O O O O O O O O O O O O O O
"Description Hedgehogs are easily recognized by their spines, which are hollow hairs made stiff with keratin",O B-ANIMAL O O O O O O O O O O O O O O
Attempts to eliminate hedgehogs from bird colonies on the Scottish islands of North Uist and Benbecula in the Outer Hebrides were met with international protest,O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O
"Several species have a fission-fusion social structure, where large numbers of bats congregate in one roosting area, along with breaking up and mixing of subgroups",O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O
"Economics Insectivorous bats in particular are especially helpful to farmers, as they control populations of agricultural pests and reduce the need to use pesticides",O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O
"In most mammals, the walls of the veins provide mainly passive resistance, maintaining their shape as deoxygenated blood flows through them, but in bats they appear to actively support blood flow back to the heart with this pumping action",O O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O
"The skin on the body of the bat, which has one layer of epidermis and dermis, as well as hair follicles, sweat glands and a fatty subcutaneous layer, is very different from the skin of the wing membrane",O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Carnivorous and vampire bats consume large amounts of protein and can output concentrated urine; their kidneys have a thin cortex and long renal papillae,O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O
Knott further investigated tool use in different wild orangutan populations,O O O O O O O O B-ANIMAL O
Orangutans are the first nonhuman species documented to do so,B-ANIMAL O O O O O O O O O
Studies in the wild indicate that flanged male orangutans plan their movements in advance and signal them to other individuals,O O O O O O O O B-ANIMAL O O O O O O O O O O O
Orangutans and humans Orangutans were known to the native people of Sumatra and Borneo for millennia,B-ANIMAL O O B-ANIMAL O O O O O O O O O O O O
"Khoratpithecus piriyai, which lived 5–7 mya in Thailand, is believed to be the closest known relative of the living orangutans and inhabited similar environments.: 50 The largest known primate, Gigantopithecus, was also a member of Ponginae and lived in China, from 2 mya to 300,000 years ago.: 50 The oldest known record of Pongo is from the Early Pleistocene of Chongzuo, consisting of teeth ascribed to extinct species P",O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"The Fang name for gorilla is ngi while the Bulu name is njamong; the root ngi means fire, denoting a positive energy",O O O O B-ANIMAL O O O O O O O O O O O O O O O O O
A gorilla's chest-beat may vary in frequency depending on its size,O B-ANIMAL O O O O O O O O O
"Studies have shown gorilla blood is not reactive to anti-A and anti-B monoclonal antibodies, which would, in humans, indicate type O blood",O O O B-ANIMAL O O O O O O O O O O O O O O O O O O
"Cultural significance In Cameroon's Lebialem highlands, folk stories connect people and gorillas via totems; a gorilla's death means the connected person will die also",O O O O O O O O O O O B-ANIMAL O O O B-ANIMAL O O O O O O O O
"Captive gorillas exhibit stereotypic behaviors, including eating disorders‍—‍such as regurgitation, reingestion and coprophagy‍—‍self-injurious or conspecific aggression, pacing, rocking, sucking of fingers or lip smacking, and overgrooming",O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O
"The biggest threats to the chimpanzee are habitat loss, poaching, and disease",O O O O O B-ANIMAL O O O O O O
"A chimpanzee's strength and sharp teeth mean that attacks, even on adult humans, can cause severe injuries",O B-ANIMAL O O O O O O O O O O O O O O O
Characteristics Adult chimpanzees have an average standing height of 150 cm (4 ft 11 in),O O B-ANIMAL O O O O O O O O O O O O
Male chimpanzees hunt in groups more than females,O B-ANIMAL O O O O O O
"Chimpanzees sleep alone in separate nests except for infants or juvenile chimpanzees, which sleep with their mothers",B-ANIMAL O O O O O O O O O O B-ANIMAL O O O O O
"There are six species of baboon: the hamadryas baboon, the Guinea baboon, the olive baboon, the yellow baboon, the Kinda baboon and the chacma baboon",O O O O O B-ANIMAL O O B-ANIMAL O O B-ANIMAL O O B-ANIMAL O O B-ANIMAL O O B-ANIMAL O O O B-ANIMAL
"Baboon social dynamics can also vary; Robert Sapolsky reported on a troop, known as the Forest Troop, during the 1980s, which experienced significantly less aggressive social dynamics after its most aggressive males died off during a tuberculosis outbreak, leaving a skewed gender ratio of majority females and a minority of low-aggression males",B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Habitat and prey Baboons are terrestrial (ground dwelling) and are found in open savannah, open woodland and hills across Africa",O O O B-ANIMAL O O O O O O O O O O O O O O O O
"Baboons in captivity live up to 45 years, while in the wild they average between 20 and 30 years",B-ANIMAL O O O O O O O O O O O O O O O O O O
Baboons vary in size and weight depending on the species,B-ANIMAL O O O O O O O O O
"Marmosets are native to South America and have been found in Bolivia, Brazil, Colombia, Ecuador, Paraguay, and Peru",B-ANIMAL O O O O O O O O O O O O O O O O O
"The favorite food of marmosets is carbohydrate-rich tree sap, which they reach by gnawing holes in trunks",O O O O B-ANIMAL O O O O O O O O O O O O
Most marmosets are about 20 cm (8 in) long,O B-ANIMAL O O O O O O O
"Father marmosets are an exceptionally attentive example of fathers within the animal kingdom, going as far as assisting their mates in giving birth, cleaning up afterbirth, and even biting the umbilical cords attaching their newborn offspring to their mothers",O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Marmosets live in family groups of three to 15, consisting of one or two breeding females, an unrelated male, their offspring, and occasionally extended family members and unrelated individuals",B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"The review noted that the smaller-bodied nigricollis group began diverging 11–8 million years ago, leading the authors to move them to a separate genus, Leontocebus (saddle-back tamarins)",O O O O O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL
They suggest that cottontop tamarins have developed cooperative behaviour as a cognitive adaptation,O O O O B-ANIMAL O O O O O O O O
"bicolor group Pied tamarin, Saguinus bicolor Martins's tamarin, Saguinus martinsi Martins's bare-face tamarin, Saguinus martinsi martinsi Ochraceus bare-face tamarin, Saguinus martinsi ochraceus S",O O O B-ANIMAL O O O B-ANIMAL O O O O B-ANIMAL O O O O O B-ANIMAL O O O O
Taxonomic classification Following the taxonomic review of tamarins by Rylands et al,O O O O O O O B-ANIMAL O O O O
"They are the first offshoot in the Callitrichidae tree, and therefore are the sister group of a clade formed by the lion tamarins, Goeldi's monkeys and marmosets",O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O
"Bidjara-speaking people credited the koala for making trees grow in their arid lands.: 41–43 The animal is depicted in rock carvings, though less so than some other species.: 45–46 Early European settlers in Australia considered the koala to be a creeping sloth-like animal with a ""fierce and menacing look"".: 143 At the turn of the 20th century, the koala's reputation took a positive turn",O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O
"During the Oligocene and Miocene, koalas lived in rainforests and had broader diets",O O O O O B-ANIMAL O O O O O O O
"Koalas are hindgut fermenters, and their digestive retention can last 100 hours in the wild or 200 hours in captivity.: 48 This is made possible by their caecum—200 cm (79 in) long and 10 cm (3.9 in) in diameter—possibly the largest for an animal of its size.: 188 Koalas can retain food particles for longer fermentation if needed",B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O
Koalas can be found in both tropical and temperate habitats ranging from dense woodlands to more spaced-out forests,B-ANIMAL O O O O O O O O O O O O O O O O O
"Artist John Gould illustrated and described the koala, thereby introducing the species to the British public",O O O O O O O B-ANIMAL O O O O O O O O
"In the 1940s, live platypuses were given to allies in the Second World War, in order to strengthen ties and boost morale",O O O O B-ANIMAL O O O O O O O O O O O O O O O O O
"The platypus has a reptilian gait with legs on the sides of the body, rather than underneath",O B-ANIMAL O O O O O O O O O O O O O O O
"In addition, European researchers captured and killed platypus or removed their eggs, partly in order to increase scientific knowledge, but also to gain prestige and outcompete rivals from different countries",O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O
"Even its closest relative, Obdurodon, which otherwise closely resembles the platypus, retained this tooth row",O O O O O O O O O O B-ANIMAL O O O O
"Scientists generally use ""platypuses"" or simply ""platypus""",O O O B-ANIMAL O O B-ANIMAL
"Echidnas have tiny mouths and toothless jaws, and feed by tearing open soft logs, anthills and the like, and licking off prey with their long, sticky tongues",B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O
"According to Larrakia elders Una Thompson and Stephanie Thompson Nganjmirra, once captured, an echidna is carried attached to the wrist like a thick bangle",O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O
"Prior to 2007, no one had ever seen an echidna ejaculate",O O O O O O O O O B-ANIMAL O
"Some ways to help echidnas include picking up litter, causing less pollution, planting vegetation for shelter, supervising pets, reporting hurt echidnas, and leaving them undisturbed",O O O O B-ANIMAL O O O O O O O O O O O O O O O B-ANIMAL O O O O
"Male echidnas have non-venomous spurs on the hind feet, similar to the venomous male platypus",O B-ANIMAL O O O O O O O O O O O O O
"The ruler of heaven was so moved upon seeing the parrot's act, he sent rain to put out the fire",O O O O O O O O O O B-ANIMAL O O O O O O O O O
"In Hindu mythology, the parrot is the mount of the god of love, Kamadeva",O O O O B-ANIMAL O O O O O O O O O
"Among the superfamilies, the three extant Strigopoidea species are all large parrots, and the cockatoos tend to be large birds, as well",O O O O O O O O O O O B-ANIMAL O O O O O O O O O O
The parrots' ability to mimic human words and their bright colours and beauty prompt impulse buying from unsuspecting consumers,O B-ANIMAL O O O O O O O O O O O O O O O O O
Parrots have been a food source to several groups,B-ANIMAL O O O O O O O O
"In the coat of arms of Kotka, Finland, the eagle is depicted carrying an anchor and the caduceus on its feet",O O O O O O O O O B-ANIMAL O O O O O O O O O O O
"Family Accipitridae Subfamily Buteoninae – hawks (buzzards), true eagles and seaeagles Genus Geranoaetus Black-chested buzzard-eagle, Geranoaetus melanoleucus Genus Harpyhaliaetus Chaco eagle, Buteogallus coronatus Solitary eagle, H",O O O O O O O O B-ANIMAL O O O O O O O O O O O B-ANIMAL O O O B-ANIMAL O
"ayresii Little eagle, H",O O B-ANIMAL O
"Heraldry Eagles are an exceptionally common symbol in heraldry, being considered the ""King of Birds"" in contrast to the lion, the ""King of Beasts""",O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O
"minimus (subspecies or species) Great Nicobar serpent eagle, S",O O O O O O O B-ANIMAL O
"Eyesight Hawks, like most birds, are tetrachromats with four types of colour receptors in the eye",O B-ANIMAL O O O O O O O O O O O O O O
"The autumn migration season begins in August and ends mid-December, and different types of hawk choose different times in each season to migrate",O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O
"Although hawks are known for being violent predators, some are gentle and quiet",O B-ANIMAL O O O O O O O O O O O
"To confuse things further, some authors use ""hawk"" generally for any small to medium Accipitrid that is not an eagle",O O O O O O O B-ANIMAL O O O O O O O O O O O O
"""Hawk""",B-ANIMAL
"A falcon chick, especially one reared for falconry, still in its downy stage, is known as an eyas (sometimes spelled eyass)",O B-ANIMAL O O O O O O O O O O O O O O O O O O O
"As with hawks and owls, falcons exhibit sexual dimorphism, with the females typically larger than the males, thus allowing a wider range of prey species",O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O
"The traditional term for a male falcon is tercel (British spelling) or tiercel (American spelling), from the Latin tertius (third) because of the belief that only one in three eggs hatched a male bird",O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O
Initial studies of mtDNA cytochrome b sequence data suggested that the hierofalcon are basal among living falcons,O O O O O O O O O O O O O O O O B-ANIMAL
Some sources give the etymology as deriving from the fact that a male falcon is about one-third smaller than a female (Old French: tiercelet),O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O
"A few owls are active during the day, also; examples are the burrowing owl (Speotyto cunicularia) and the short-eared owl (Asio flammeus)",O O B-ANIMAL O O O O O O O O O O B-ANIMAL O O O O O B-ANIMAL O O
"The crushing power of an owl's talons varies according to prey size and type, and by the size of the owl",O O O O O B-ANIMAL O O O O O O O O O O O O O O B-ANIMAL
"When in earlier days the Hočągara committed the sin of killing enemies while they were within the sanctuary of the chief's lodge, an owl appeared and spoke to them in the voice of a human, saying, ""From now on, the Hočągara will have no luck."" This marked the beginning of the decline of their tribe",O O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"The Popol Vuh, a Mayan religious text, describes owls as messengers of Xibalba (the Mayan ""Place of Fright"")",O O O O O O O O B-ANIMAL O O O O O O O O O
"We will be monitoring developments closely."" TRAFFIC commended the Department of Wildlife and National Parks in Malaysia for the raid that exposed the huge haul of owls",O O O O O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL
They all lack carotenoid colouration and the former genus has a conspicuous banded head pattern; they are unique among living penguins by nesting in burrows,O O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O
"Penguin eggs are smaller than any other bird species when compared proportionally to the weight of the parent birds; at 52 g (2 oz), the little penguin egg is 4.7% of its mothers' weight, and the 450 g (1 lb) emperor penguin egg is 2.3%",B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O B-ANIMAL O O O
"They live almost exclusively in the Southern Hemisphere: only one species, the Galápagos penguin, is found north of the Equator",O O O O O O O O O O O O O B-ANIMAL O O O O O O
"Today, larger penguins generally inhabit colder regions, and smaller penguins inhabit regions with temperate or tropical climates",O O B-ANIMAL O O O O O O B-ANIMAL O O O O O O O
"The oldest well-described giant penguin, the 5-foot (1.5 m)-tall Icadyptes salasi, existed as far north as northern Peru about 36 mya",O O O O B-ANIMAL O O O O O O O O O O O O O O O O
The eggs of the Atlantic puffin are typically creamy white but the occasional egg is tinged lilac,O O O O O B-ANIMAL O O O O O O O O O O O
"External links ""Puffin""",O O B-ANIMAL
"As a result, the puffins were hunted in large numbers for food",O O O O B-ANIMAL O O O O O O O
"The puffins are distinct in their ability to hold several (sometimes over a dozen) small fish at a time, crosswise in their bill, rather than regurgitating swallowed fish",O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O
"The nesting substrate of the tufted and Atlantic puffins is soft soil, into which tunnels are dug; in contrast, the nesting sites of horned puffins are rock crevices on cliffs",O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O B-ANIMAL O O O O O
"The American white pelican has increased in numbers, with its population estimated at over 157,000 birds in 2005, becoming more numerous east of the continental divide, while declining in the west",O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O
"The brown pelican usually plunge-dives head-first for its prey, from a height as great as 10–20 m (33–66 ft), especially for anchovies and menhaden",O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O
"Pelicans will frequent inland waterways but are most known for residing along maritime and coastal zones, where they feed principally on fish in their large throat pouches, diving into the water and catching them at/near the water's surface",B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"As waterbirds that feed on fish, pelicans are highly susceptible to oil spills, both directly by being oiled and by the impact on their food resources",O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O
"Status and conservation Populations Globally, pelican populations are adversely affected by these main factors: declining supplies of fish through overfishing or water pollution, destruction of habitat, direct effects of human activity such as disturbance at nesting colonies, hunting and culling, entanglement in fishing lines and hooks, and the presence of pollutants such as DDT and endrin",O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"In the case of the great albatrosses, it can take up to 280 days; even for the smaller albatrosses, it takes between 140 and 170 days",O O O O O O B-ANIMAL O O O O O O O O O O O B-ANIMAL O O O O O O O
The use of some of these techniques in the Patagonian toothfish fishery in the Falkland Islands is thought to have reduced the number of black-browed albatrosses taken by the fleet between 1994 and 2004,O O O O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O
"The albatross metaphor is derived from this poem; someone bearing a burden or facing an obstacle is said to have ""an albatross around his neck"", the punishment given to the mariner who killed the albatross",O B-ANIMAL O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O B-ANIMAL
Albatrosses live much longer than other birds; they delay breeding for longer and invest more effort into fewer young,B-ANIMAL O O O O O O O O O O O O O O O O O O
"The diet of other species, like the black-browed albatross or the grey-headed albatross, is rich with smaller species of squid that tend to sink after death, and scavenging is not assumed to play a large role in their diet",O O O O O O O O B-ANIMAL O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O
"Distribution and movements Swans are generally found in temperate environments, rarely occurring in the tropics",O O O B-ANIMAL O O O O O O O O O O O
"Hinduism Swans are revered in Hinduism and are compared to saintly persons whose chief characteristic is to be in the world without getting attached to it, just as a swan's feather does not get wet although it is in water",O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O
The mute swan is closest to the Southern Hemisphere Cygnus; its habits of carrying the neck curved (not straight) and the wings fluffed (not flush) as well as its bill colour and knob indicate that its closest living relative is the black swan,O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL
Christianity A swan is one of the attributes of St,O O B-ANIMAL O O O O O O O
Behaviour Swans feed in water and on land,O B-ANIMAL O O O O O O
"A study on cadavers showed that the one-legged pose could be held without any muscle activity, while living flamingos demonstrate substantially less body sway in a one-legged posture",O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O
"The greater flamingo is the tallest of the six different species of flamingos, standing at 3.9 to 4.7 feet (1.2 to 1.4 m) with a weight up to 7.7 pounds (3.5 kg), and the shortest flamingo species (the lesser) has a height of 2.6 feet (0.8 m) and weighs 5.5 pounds (2.5 kg)",O O B-ANIMAL O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O
"A 2002 paper concluded they are waterfowl, but a 2014 comprehensive study of bird orders found that flamingos and grebes are not waterfowl, but rather are part of Columbea, along with doves, sandgrouse, and mesites",O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O
"Many of these characteristics have been previously identified on flamingos, but not on grebes",O O O O O O O O O B-ANIMAL O O O O
"Relationship with humans Ancient Roman cuisine While many different kinds of birds were valued items in Roman food, flamingos were among the most prized in Ancient Roman cuisine",O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O
"The peacock continued to represent elegance and royalty in India during medieval times; for instance, the Mughal seat of power was called the Peacock Throne",O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O B-ANIMAL O
"Chandragupta Maurya, the founder of the Mauryan Empire, was born an orphan and raised by a family farming peacocks",O O O O O O O O O O O O O O O O O O B-ANIMAL
"In Yazidism, the peacock is believed to represent the diversity of the world, and the colourfulness of the peacock's feathers is considered to represent of all the colours of nature",O O O B-ANIMAL O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O
"The functions of the elaborate iridescent coloration and large ""train"" of peacocks have been the subject of extensive scientific debate",O O O O O O O O O O O B-ANIMAL O O O O O O O O
The peacock is represented in both the Burmese and Sinhalese zodiacs,O B-ANIMAL O O O O O O O O O
"Researchers have discovered that the large bill of the toucan is a highly efficient thermoregulation system, though its size may still be advantageous in other ways",O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O
"The family includes toucans, aracaris and toucanets; more distant relatives include various families of barbets and woodpeckers in the suborder Pici",O O O B-ANIMAL O O O O O O O O O O O O O O O O O
Calls Toucans make a variety of sounds,O B-ANIMAL O O O O O
"A toucan's tongue is long (up to 15 cm or 6 in), narrow, grey, and singularly frayed on each side, adding to its sensitivity as a tasting organ",O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O
A structural complex probably unique to toucans involves the modification of several tail vertebrae,O O O O O O B-ANIMAL O O O O O O O
